ID	sp10N2016	sp10N2017	sp10N2018	sp16N2016	sp16N2017	sp16N2018	sp1N2016	sp1N2017	sp1N2018	sp20N2016	sp20N2017	sp20N2018
Zotu21356												1
Zotu24003												1
Zotu55292												1
Zotu33854							2					
Zotu1176					3	53					2	
Zotu11615											2	
Zotu9982											13	
Zotu43680											1	
Zotu47239									1			
Zotu48767					1							
Zotu11207					3							
Zotu29301				1								
Zotu11841										1		
Zotu18344										18		
Zotu30701											3	
Zotu18368						1						
Zotu21351								1				
Zotu38960												1
Zotu19636								2				
Zotu54765							1					
Zotu27596						2						
Zotu48787					1							
Zotu30434					1							
Zotu23894										1		
Zotu19403										1		
Zotu16791										1		
Zotu34054											2	
Zotu31719				1						3	1	
Zotu41498				1								
Zotu18474					1							
Zotu43323					1							
Zotu44252							1					
Zotu33140											1	
Zotu24143											1	
Zotu18240										4		
Zotu48702							1					
Zotu56027							1					
Zotu21024											3	
Zotu27646										1		
Zotu19201						1						
Zotu22760						1						
Zotu41845					1							
Zotu28994										1		
Zotu17326											1	
Zotu55825								1				
Zotu40719					1							
Zotu32945							3					
Zotu18691										2		
Zotu41076								1				
Zotu16649					2							
Zotu41396											1	
Zotu41267								1				
Zotu15946							1					
Zotu26680											2	
Zotu55396										1		
Zotu3235											28	1
Zotu23654											2	
Zotu46179								1				
Zotu18545							1					
Zotu50388					2							
Zotu29008												1
Zotu7739									1			1
Zotu3174					2	1						3
Zotu49685				1								
Zotu17147					1							
Zotu27001						1						
Zotu24434					1							
Zotu33489						5						
Zotu8468				1								
Zotu47510					1							
Zotu26864						3						2
Zotu28528									1			
Zotu13330									1			
Zotu44614					1							
Zotu26734								1				
Zotu36503				1								
Zotu27004										1		
Zotu40717					1							
Zotu15059					1							
Zotu55678								1				
Zotu33521											1	
Zotu43519										1		
Zotu12152												1
Zotu17883					1							
Zotu31826										1		
Zotu21215					1	1						
Zotu23248										1		
Zotu4232							1					
Zotu52173					1							
Zotu55942							1					
Zotu44144								1				
Zotu8613											1	
Zotu34948											1	
Zotu31626								1				
Zotu29125				1			1					
Zotu47658											2	
Zotu18205				1	1					8		
Zotu52061					1							
Zotu41881									1	1		
Zotu11467										1		
Zotu19864											1	
Zotu51876								1				
Zotu31622							2					
Zotu7652				1								
Zotu13180					1							
Zotu19259								1				
Zotu51737								1				
Zotu35815					1							
Zotu10051					1						29	
Zotu39106										1		
Zotu10333											4	
Zotu20692								1				
Zotu23105						3						
Zotu40633				1								
Zotu26805							1					
Zotu15960							1					
Zotu26552					1							
Zotu26469							2		1			1
Zotu23693						1						
Zotu20701										1		
Zotu19364						1						1
Zotu35453										1		
Zotu25149											1	
Zotu4466							1			5		1
Zotu5971											1	
Zotu12274					2	2						
Zotu35646				1								
Zotu48604						1						
Zotu18093									1			
Zotu13011											1	
Zotu29825						2				1		
Zotu25371				1								
Zotu10139						1						
Zotu2158					1							
Zotu51579												1
Zotu16650						1						
Zotu9680											1	
Zotu45085					1							
Zotu20973						1						
Zotu18585							2					
Zotu18424										1	1	
Zotu40315										1		
Zotu24652					1							
Zotu5260											5	
Zotu6980												1
Zotu37710												1
Zotu20202											1	
Zotu38029				7								
Zotu37775					3							
Zotu7940				1					1	1		
Zotu13793					2							
Zotu28624					1							
Zotu2951					4	1					1	
Zotu16801										1		
Zotu55899					1							
Zotu53942										1		
Zotu50151								2				
Zotu16915											1	
Zotu12205									1			
Zotu678						1				1		
Zotu15744											1	
Zotu30018										1		
Zotu34678				1								
Zotu24090											1	
Zotu5626					1	1			1			
Zotu9735					1							
Zotu40422												1
Zotu11254										1		
Zotu42429				1	1							
Zotu12557					1					1		
Zotu26844									20			
Zotu3777											1	
Zotu33816											1	
Zotu3811						1					2	
Zotu51803											1	
Zotu10454					1							
Zotu49709					1							
Zotu3866											1	
Zotu4276											1	
Zotu11654						1						
Zotu42032										1		
Zotu21043												1
Zotu9328											1	
Zotu12680						1						
Zotu31623								1				
Zotu16908					1							
Zotu48104						1						
Zotu42344					1							
Zotu542						1	1					
Zotu18785						1						
Zotu24960								1				
Zotu13249											1	1
Zotu9282												1
Zotu26570								1				
Zotu13227							1					
Zotu14136						1						1
Zotu33390					2							
Zotu36736											1	
Zotu14577										1		
Zotu29542					1							
Zotu9002					1					1	2	
Zotu13543				2		1						
Zotu25215						1						
Zotu13052						1						
Zotu18574				2								
Zotu2406						1						
Zotu25734												1
Zotu34230											1	
Zotu14520								1				
Zotu27350					3							
Zotu12751						1						
Zotu25405						1						
Zotu17194					1							
Zotu26089												1
Zotu6610						1	1					
Zotu18950											3	36
Zotu9532						1						
Zotu11722							1					
Zotu4227						1						
Zotu9977												1
Zotu20114					1					1		
Zotu14291											1	
Zotu13454											2	
Zotu4878					1							
Zotu21324											1	
Zotu46643									1			
Zotu10499				1								
Zotu29758									1			
Zotu23944						1						
Zotu45690												1
Zotu17667						1						
Zotu13757												1
Zotu42413												1
Zotu31991											1	
Zotu26270										1		
Zotu48319						1						
Zotu19860							1					
Zotu44277										1		
Zotu48585										1		
Zotu28316						2						
Zotu17920											4	
Zotu36014										1		
Zotu23878					1							
Zotu21086					1							
Zotu27102											1	
Zotu43760							1					
Zotu26725											1	
Zotu21639								1				
Zotu30950					1							
Zotu35028				1								
Zotu52595										1		
Zotu39833										1		
Zotu48171					1							
Zotu30036												1
Zotu43443											1	
Zotu53966								1				
Zotu24837						13						
Zotu24325										1		
Zotu20612												3
Zotu45429											1	
Zotu14413						1						
Zotu55471										1		
Zotu42231												1
Zotu6701					1							
Zotu51233							1					
Zotu14701								1			1	
Zotu17523										2		
Zotu16083											2	1
Zotu19555						5						
Zotu1922						6						
Zotu26344								2				
Zotu49861							1					
Zotu5501						221	2					
Zotu31864											1	
Zotu26476												1
Zotu571				25	2	3				1	138	7
Zotu1874				6								
Zotu24450					1							
Zotu7021										7		
Zotu44851						1					1	
Zotu18963											1	
Zotu12900											6	2
Zotu26593				1								
Zotu1274								1				
Zotu20300								3		1		
Zotu7899					1					1		
Zotu16883						10						15
Zotu20737										1		
Zotu42496												1
Zotu22336										1		
Zotu32897						1						
Zotu19553												1
Zotu17403						1						2
Zotu48656											1	
Zotu22668										2		
Zotu15362										1	1	
Zotu24087						1						
Zotu2393							3	1				
Zotu13968								1				8
Zotu40400						6					1	
Zotu17302					1							
Zotu52447												1
Zotu1758							1					
Zotu29207										1		
Zotu7747												59
Zotu23754										1		
Zotu46989										2		
Zotu14904				1								
Zotu14351								1				
Zotu38536							1					
Zotu19375					2							2
Zotu36728										1		
Zotu41241							1					
Zotu13802							2			11		1
Zotu16589								1			1	
Zotu46373							1					
Zotu15594					2						1	
Zotu40533												1
Zotu11562				2								
Zotu10429										1		
Zotu12802				2								
Zotu16349				1							1	
Zotu49704							1					
Zotu9951					1							
Zotu21656							1					
Zotu22964					1			1				
Zotu22402											1	
Zotu12630				1								
Zotu3547						1					2	
Zotu52407				8		1						1
Zotu24963									1			
Zotu29169					2							
Zotu3206						2					2	16
Zotu21492								6				
Zotu9307					1	4						4
Zotu13331											1	
Zotu25097											2	
Zotu26553								1				
Zotu23935					4							
Zotu28149											1	
Zotu19780								2			1	
Zotu21936					4							2
Zotu19852					2							
Zotu40828											1	
Zotu17285											1	
Zotu32692					1					1		
Zotu10614											1	1
Zotu24602								1				
Zotu30038								1				
Zotu29965										1		
Zotu13770				2								1
Zotu23520											1	
Zotu25257					1	1	1			3	1	
Zotu13728						2						1
Zotu9395												1
Zotu26619				1								
Zotu36156											1	
Zotu28587									5			2
Zotu23351				1	1	1	1					
Zotu55565					1							
Zotu15028				10					1			
Zotu32901										1		
Zotu8563											1	
Zotu4325										1		
Zotu7267											9	3
Zotu6005												1
Zotu40233											1	
Zotu33601				1								
Zotu10270												6
Zotu12347						2					1	
Zotu33614								1				
Zotu3880												2
Zotu1190				1					1		1	1
Zotu38418						1						
Zotu20324						1						
Zotu50174					2							
Zotu45909								1				
Zotu55095					1							
Zotu2944						1						
Zotu20669						2						
Zotu13002						1						
Zotu20782									1			
Zotu17519											1	
Zotu41273				1								
Zotu6681												1
Zotu20639											1	
Zotu53290								1				
Zotu11291											1	1
Zotu32781												3
Zotu22360								1				1
Zotu3373											1	
Zotu13756								1				1
Zotu25414				1								
Zotu38690											2	
Zotu6619						2		2		11	7	5
Zotu6413											1	2
Zotu31289												3
Zotu13083				2								
Zotu2773											10	6
Zotu2189												5
Zotu4750					3		1					
Zotu20802											1	
Zotu34199								1				
Zotu32528											1	
Zotu33023											3	
Zotu13860					6			3				
Zotu14373				1								
Zotu5688								11	21			
Zotu3052						1						
Zotu1586								9				721
Zotu29248									2	2	1	
Zotu54941									3			
Zotu15571				2	1							
Zotu27478				3								
Zotu53981								1				
Zotu3951					1							
Zotu5017					2	1				1		1
Zotu10964				1	1	1					3	
Zotu12553												9
Zotu4288				8								
Zotu21627											1	
Zotu14383				11								
Zotu42153				1								
Zotu26373					1						2	
Zotu41796												1
Zotu8300					1							9
Zotu9724				3					1			
Zotu8674					1						5	3
Zotu772						132		2			16	56
Zotu5780					1							
Zotu11798						1						
Zotu27640						4						
Zotu14090					1	1				2	1	
Zotu9721											2	
Zotu4906											1	1
Zotu55254					2			1				
Zotu11938				1								
Zotu31489									1			
Zotu28652				1								
Zotu36350												1
Zotu14320											1	
Zotu20153										2		
Zotu46476					1							
Zotu22187								2				
Zotu46013					1							
Zotu27546											1	
Zotu29182											1	
Zotu40382					1							
Zotu35580								1				
Zotu20203					1			1			7	
Zotu5962								1			1	
Zotu49496								1				
Zotu32285											2	
Zotu27537							1					
Zotu39217									1		1	
Zotu22414											2	
Zotu27313								1				
Zotu15535					20							
Zotu25654					1	1						
Zotu45021							1					
Zotu29038							1					
Zotu8957					5						1	
Zotu7319						1					1	
Zotu49028										1		
Zotu24925								2			1	
Zotu26668					3						1	
Zotu12893								1				
Zotu14876										1		
Zotu27343								1		2		
Zotu42945										1		
Zotu30108				1								
Zotu49513						3		1	2			
Zotu54457												1
Zotu24493								1				
Zotu41996								1				
Zotu6604					1							
Zotu23020											2	
Zotu22981											4	
Zotu27814					1							
Zotu11692											3	
Zotu39542								11				
Zotu14944								1				
Zotu51617					1							
Zotu24691											1	
Zotu21844											1	
Zotu25656											3	4
Zotu9685						1					1	
Zotu20409											1	
Zotu11995											2	
Zotu9913							1					
Zotu33641										1		
Zotu44910										2		
Zotu5653				3						1		
Zotu40839					1							
Zotu30418						1						
Zotu41834						1						
Zotu45048							1					
Zotu41551											1	
Zotu25727					1							
Zotu28306								1				
Zotu37236								1		1		
Zotu8496				2	7							
Zotu14217												1
Zotu17224							1					
Zotu44864					1							
Zotu26410					1							
Zotu7035						1						
Zotu20430											1	1
Zotu18476											1	
Zotu17010					1	1						
Zotu20370										1	1	
Zotu17164									1			1
Zotu39011											2	
Zotu7803												1
Zotu7917							5					
Zotu19425					1						1	
Zotu6112						1				1		
Zotu40409							1					
Zotu21379										1		
Zotu31727				1	1							
Zotu11954					2							
Zotu1534						1					1	1
Zotu17700						4				1		
Zotu31082				1								
Zotu48390										1		
Zotu36499								1				
Zotu22243							1					
Zotu2874											5	
Zotu30096							1					
Zotu1403											1	
Zotu16689				1	1							
Zotu15848					1							
Zotu10714										1		
Zotu6271									1			
Zotu13084										1		
Zotu41851					2						1	
Zotu49316											1	
Zotu43654					1							
Zotu22190							1					
Zotu3689												1
Zotu26184					1							
Zotu30711					1							
Zotu45372								1				
Zotu4075												1
Zotu4038						1						
Zotu15971							1					
Zotu17354							1					1
Zotu20436					1							
Zotu38481								1				
Zotu55469										3		
Zotu26983				1								1
Zotu1462								1	1			
Zotu21137											1	
Zotu3060				1		5						
Zotu28496					1							
Zotu24820											1	
Zotu28613				2								
Zotu6544											2	
Zotu10493						1						
Zotu3964												2
Zotu16222					1	2						
Zotu55210												1
Zotu40674							1					
Zotu8276											1	
Zotu19567												3
Zotu7292				1	6	3		2				
Zotu4857						1				1	24	
Zotu19972								1				
Zotu20354												1
Zotu6462												1
Zotu18838											8	1
Zotu52341				1								
Zotu36767								2				
Zotu17117											1	
Zotu27600				1					1		1	
Zotu29913									1			
Zotu7443								4			3	6
Zotu55126					1							
Zotu30579										1		
Zotu25945											1	
Zotu21343											4	
Zotu23709											1	
Zotu13057											1	
Zotu5022							1					
Zotu1810				22								
Zotu17481					1					1		
Zotu27463								1				
Zotu16439					1							
Zotu20246				1								
Zotu36506						2						
Zotu13408							1					
Zotu7375						1					1	
Zotu5727												1
Zotu5140				32								
Zotu20834					1							
Zotu34884									1			
Zotu22477												16
Zotu8945				1	23	24					11	
Zotu12119						1					1	
Zotu49325											1	
Zotu16792											2	11
Zotu31669					1		1				1	
Zotu17947											6	
Zotu27795					1							
Zotu13365					1						4	1
Zotu54953								1		1	1	
Zotu11985						2		1			1	1
Zotu30669								2				
Zotu30264						4						
Zotu30692												1
Zotu5969				12							1	2
Zotu5121										1		3
Zotu53940				1								
Zotu41586					2							
Zotu6262						1						
